33
-1	0	3	160	253	14
-1	0	259	129	157	15
-1	0	415	96	165	15
-1	0	578	65	156	15
-1	0	802	162	28	16
-1	0	865	128	28	15
-1	0	929	97	32	14
-1	0	959	162	131	14
-1	0	1057	104	31	11
-1	0	1090	65	94	14
-1	0	1153	162	96	13
-1	0	1280	130	66	14
-1	0	1218	66	93	14
-1	0	1377	161	64	16
-1	0	1311	96	290	16
-1	0	1474	128	61	17
-1	0	1568	161	125	14
-1	0	1602	65	158	15
-1	0	1824	163	36	13
-1	0	1857	98	31	14
-1	0	1888	66	62	15
-1	0	1985	128	29	15
-1	0	2049	131	96	14
-1	0	2145	96	95	17
-1	0	2240	162	92	12
-1	0	2335	128	64	15
-1	0	2401	162	99	15
-1	0	2498	128	94	18
-1	0	2593	161	63	19
-1	0	2657	129	62	15
-1	0	2721	96	157	16
-1	0	2949	162	108	14
16	1	3039	114	17	47
