0	0	0	2560	208	4	0
01	0	0	1280	104	4	0
011	0	0	640	52	0	0
012	640	0	640	52	0	0
013	0	52	640	52	0	0
014	640	52	640	52	4	0
0141	640	52	320	26	0	0
0142	960	52	320	26	0	0
0143	640	78	320	26	4	0
01431	640	78	160	13	0	0
01432	800	78	160	13	0	0
01433	640	91	160	13	0	0
01434	800	91	160	13	0	8	69	70	71	72	73	74	75	93
0144	960	78	320	26	4	0
01441	960	78	160	13	0	0
01442	1120	78	160	13	0	0
01443	960	91	160	13	0	0
01444	1120	91	160	13	0	2	76	94
02	1280	0	1280	104	4	0
021	1280	0	640	52	0	0
022	1920	0	640	52	0	0
023	1280	52	640	52	4	0
0231	1280	52	320	26	4	0
02311	1280	52	160	13	0	0
02312	1440	52	160	13	0	4	66	67	68	92
02313	1280	65	160	13	0	0
02314	1440	65	160	13	0	4	66	67	68	92
0232	1600	52	320	26	0	0
0233	1280	78	320	26	4	0
02331	1280	78	160	13	0	0
02332	1440	78	160	13	0	4	66	67	68	92
02333	1280	91	160	13	0	6	77	78	79	80	81	95
02334	1440	91	160	13	0	2	82	96
0234	1600	78	320	26	0	0
024	1920	52	640	52	0	0
03	0	104	1280	104	4	0
031	0	104	640	52	0	0
032	640	104	640	52	4	0
0321	640	104	320	26	4	0
03211	640	104	160	13	0	0
03212	800	104	160	13	0	8	69	70	71	72	73	74	75	93
03213	640	117	160	13	0	0
03214	800	117	160	13	0	2	83	97
0322	960	104	320	26	4	0
03221	960	104	160	13	0	0
03222	1120	104	160	13	0	2	76	94
03223	960	117	160	13	0	0
03224	1120	117	160	13	0	0
0323	640	130	320	26	4	0
03231	640	130	160	13	0	0
03232	800	130	160	13	0	2	83	97
03233	640	143	160	13	0	0
03234	800	143	160	13	0	2	83	97
0324	960	130	320	26	0	0
033	0	156	640	52	4	0
0331	0	156	320	26	4	0
03311	0	156	160	13	0	8	0	1	2	3	4	5	6	7
03312	160	156	160	13	0	10	8	9	10	11	12	13	14	15	16	17
03313	0	169	160	13	0	8	0	1	2	3	4	5	6	7
03314	160	169	160	13	0	10	8	9	10	11	12	13	14	15	16	17
0332	320	156	320	26	4	0
03321	320	156	160	13	0	10	18	19	20	21	22	23	24	25	26	27
03322	480	156	160	13	0	6	28	29	30	62	85	99
03323	320	169	160	13	0	10	18	19	20	21	22	23	24	25	26	27
03324	480	169	160	13	0	6	28	29	30	62	85	99
0333	0	182	320	26	0	0
0334	320	182	320	26	0	0
034	640	156	640	52	4	0
0341	640	156	320	26	4	0
03411	640	156	160	13	0	6	86	87	88	100	101	102
03412	800	156	160	13	0	0
03413	640	169	160	13	0	6	86	87	88	100	101	102
03414	800	169	160	13	0	0
0342	960	156	320	26	4	0
03421	960	156	160	13	0	4	89	90	91	103
03422	1120	156	160	13	0	10	31	32	33	34	35	36	37	38	39	64
03423	960	169	160	13	0	4	89	90	91	103
03424	1120	169	160	13	0	10	31	32	33	34	35	36	37	38	39	64
0343	640	182	320	26	0	0
0344	960	182	320	26	0	0
04	1280	104	1280	104	4	0
041	1280	104	640	52	4	0
0411	1280	104	320	26	4	0
04111	1280	104	160	13	0	6	77	78	79	80	81	95
04112	1440	104	160	13	0	2	82	96
04113	1280	117	160	13	0	2	84	98
04114	1440	117	160	13	0	0
0412	1600	104	320	26	0	0
0413	1280	130	320	26	4	0
04131	1280	130	160	13	0	2	84	98
04132	1440	130	160	13	0	0
04133	1280	143	160	13	0	2	84	98
04134	1440	143	160	13	0	0
0414	1600	130	320	26	0	0
042	1920	104	640	52	0	0
043	1280	156	640	52	4	0
0431	1280	156	320	26	4	0
04311	1280	156	160	13	0	8	40	41	42	43	44	45	46	63
04312	1440	156	160	13	0	0
04313	1280	169	160	13	0	8	40	41	42	43	44	45	46	63
04314	1440	169	160	13	0	0
0432	1600	156	320	26	4	0
04321	1600	156	160	13	0	3	104	105	106
04322	1760	156	160	13	0	8	47	48	49	50	51	52	53	65
04323	1600	169	160	13	0	3	104	105	106
04324	1760	169	160	13	0	8	47	48	49	50	51	52	53	65
0433	1280	182	320	26	0	0
0434	1600	182	320	26	0	0
044	1920	156	640	52	4	0
0441	1920	156	320	26	4	0
04411	1920	156	160	13	0	8	54	55	56	57	58	59	60	61
04412	2080	156	160	13	0	0
04413	1920	169	160	13	0	8	54	55	56	57	58	59	60	61
04414	2080	169	160	13	0	0
0442	2240	156	320	26	0	0
0443	1920	182	320	26	0	0
0444	2240	182	320	26	0	0
