0	0	0	5392	208	4	0
01	0	0	2696	104	0	0
02	2696	0	2696	104	0	0
03	0	104	2696	104	4	0
031	0	104	1348	52	4	0
0311	0	104	674	26	0	0
0312	674	104	674	26	0	0
0313	0	130	674	26	4	0
03131	0	130	337	13	0	0
03132	337	130	337	13	4	0
031321	337	130	168	6	0	0
031322	505	130	168	6	0	0
031323	337	136	168	6	0	0
031324	505	136	168	6	0	1	2
03133	0	143	337	13	4	0
031331	0	143	168	6	0	0
031332	168	143	168	6	0	0
031333	0	149	168	6	0	0
031334	168	149	168	6	0	0
03134	337	143	337	13	4	0
031341	337	143	168	6	0	0
031342	505	143	168	6	0	1	1
031343	337	149	168	6	0	0
031344	505	149	168	6	0	0
0314	674	130	674	26	4	0
03141	674	130	337	13	0	0
03142	1011	130	337	13	0	0
03143	674	143	337	13	4	0
031431	674	143	168	6	0	0
031432	842	143	168	6	0	0
031433	674	149	168	6	0	0
031434	842	149	168	6	0	0
03144	1011	143	337	13	4	0
031441	1011	143	168	6	0	0
031442	1179	143	168	6	0	0
031443	1011	149	168	6	0	0
031444	1179	149	168	6	0	0
032	1348	104	1348	52	4	0
0321	1348	104	674	26	0	0
0322	2022	104	674	26	4	0
03221	2022	104	337	13	4	0
032211	2022	104	168	6	0	0
032212	2190	104	168	6	0	0
032213	2022	110	168	6	0	1	3
032214	2190	110	168	6	0	0
03222	2359	104	337	13	0	0
03223	2022	117	337	13	4	0
032231	2022	117	168	6	0	1	3
032232	2190	117	168	6	0	0
032233	2022	123	168	6	0	1	3
032234	2190	123	168	6	0	0
03224	2359	117	337	13	0	0
0323	1348	130	674	26	4	0
03231	1348	130	337	13	0	0
03232	1685	130	337	13	0	0
03233	1348	143	337	13	4	0
032331	1348	143	168	6	0	0
032332	1516	143	168	6	0	0
032333	1348	149	168	6	0	0
032334	1516	149	168	6	0	0
03234	1685	143	337	13	4	0
032341	1685	143	168	6	0	0
032342	1853	143	168	6	0	0
032343	1685	149	168	6	0	0
032344	1853	149	168	6	0	0
0324	2022	130	674	26	4	0
03241	2022	130	337	13	4	0
032411	2022	130	168	6	0	1	3
032412	2190	130	168	6	0	0
032413	2022	136	168	6	0	1	3
032414	2190	136	168	6	0	0
03242	2359	130	337	13	0	0
03243	2022	143	337	13	4	0
032431	2022	143	168	6	0	1	3
032432	2190	143	168	6	0	0
032433	2022	149	168	6	0	1	3
032434	2190	149	168	6	0	0
03244	2359	143	337	13	4	0
032441	2359	143	168	6	0	0
032442	2527	143	168	6	0	0
032443	2359	149	168	6	0	0
032444	2527	149	168	6	0	0
033	0	156	1348	52	4	0
0331	0	156	674	26	4	0
03311	0	156	337	13	4	0
033111	0	156	168	6	0	1	0
033112	168	156	168	6	0	1	0
033113	0	162	168	6	0	1	0
033114	168	162	168	6	0	1	0
03312	337	156	337	13	4	0
033121	337	156	168	6	0	1	0
033122	505	156	168	6	0	1	0
033123	337	162	168	6	0	1	0
033124	505	162	168	6	0	1	0
03313	0	169	337	13	4	0
033131	0	169	168	6	0	1	0
033132	168	169	168	6	0	1	0
033133	0	175	168	6	0	1	0
033134	168	175	168	6	0	1	0
03314	337	169	337	13	4	0
033141	337	169	168	6	0	1	0
033142	505	169	168	6	0	1	0
033143	337	175	168	6	0	1	0
033144	505	175	168	6	0	1	0
0332	674	156	674	26	4	0
